Perusahaan,Sektor
PT Megah Jaya Prestasi,Property/Real Estate
PT MEGAH MADANI,Arts/Design/Fashion
PT Megah Maha Mulia Garmindo,Textiles/Garment
PT Megah Mandiri Tour And Travel,Travel / Tourism
PT Megah Medika Pharma (Surabaya),Transportation / Logistics
PT Megah Megalon Industries,Textiles/Garment
PT MEGAH MITRA ABADI,Food & Beverage/Catering/Restaurant
PT Megah Nurindo Pratama,Printing/Publishing
PT Megah Nusantara Perkasa,Printing/Publishing
PT Megah Pita Indonesia,Others
PT Megah Ria Diantama,General & Wholesale Trading
PT Megah Sembada Industries,Manufacturing/Production
PT Megah Surya Persada,Computer/Information Technology (Software)
PT Megah Surya Pertiwi (Harita Group),Manufacturing/Production
PT Megahbuana Laena Persada,Travel / Tourism
PT Megahbuana Laena Persada (Solo),Travel / Tourism
PT Megahlestari Dapur Indonesia,Food & Beverage/Catering/Restaurant
PT Megahlestari Wisesa,Education
PT Megajaya Sukses Intipratama,Manufacturing/Production
PT Megakarya Astra Prima,Property/Real Estate
PT Megalite Printing,Printing/Publishing
PT Megalumel Internasional,Transportation/Logistics
PT Megamas Plaza Bangunan,Retail / Merchandise
PT Megametal Perdana,Manufacturing/Production
PT MegaMitra Multi Indo Perkasa,Hotel / Hospitality
PT Meganusa Transmission,Manufacturing/Production
PT MEGAPLAZA,Construction / Building / Engineering
PT Megapolitan Developments Tbk,Property/Real Estate
PT Megapower Makmur,Construction/Building/Engineering
PT Megaprint Citra Mandiri,Printing/Publishing
PT Megaputra Service Indo,"Consulting (IT, Science, Engineering & Technical)"
PT Megarasa Anugerah Karya,Construction/Building/Engineering
PT Megariamas Sentosa,Retail/Merchandise
PT MEGASARI MAKMUR,Consumer Products/FMCG
PT Megasetia Agung Kimia (Jakarta),Consumer Products/FMCG
PT Megastar Home Shopping,Retail/Merchandise
PT Megastar Indonesia,General & Wholesale Trading
PT Megasurya Nusalestari,Property / Real Estate
PT Megatama Citra Mandiri,General & Wholesale Trading
PT Megatama Innotek Nusantara,"Consulting (IT, Science, Engineering & Technical)"
PT Megatama Inti Solusi,Computer / Information Technology (Software)
PT Megatama Mandiri,Automobile / Automotive Ancillary / Vehicle
PT Megatama Multiteknika Abadi,General & Wholesale Trading
PT Megatama Putra Mulia Ranau,Apparel
PT Megatama Putra Sejahtera,Wood/Fibre/Paper
PT Megatara Era Perkasa,Healthcare/Medical
PT Megatech Gemilang,Electrical & Electronics
PT Megatech Indonesia,General & Wholesale Trading
PT Megatek Konsindo,Heavy Industrial/Machinery/Equipment
PT Megatex Indotama,Manufacturing/Production
PT Megatika Grahalestari Internasional,Construction/Building/Engineering
PT Megatitian Nusantara Cargo Services,Transportation / Logistics
PT Megatitian Nusantara Cargoservices,Transportation/Logistics
PT Megatitian Nusantara Makassar,Transportation / Logistics
PT Megatitian Nusantara Surabaya,Transportation/Logistics
PT Megatop Inti Selaras,Mining
PT Megatrend Semesta,Electrical & Electronics
PT Megatrend Semesta cab Bali,Electrical & Electronics
PT Megatronix Mitraniaga,Computer/Information Technology (Hardware)
PT Megaversal Kreasindo,Electrical & Electronics
PT Megawastu Solusindo,"Consulting (IT, Science, Engineering & Technical)"
PT Megawatt Asia,Exhibitions/Event management/MICE
PT Megaxus Infotech,Computer/Information Technology (Software)
PT Megayasa Engineering,Manufacturing / Production
PT Megayasa Teknologi Indonesia,Construction/Building/Engineering
PT Meghantara,Telecommunication
PT Megindo Tunggal Sejahtera,Printing/Publishing
PT Megmilk Snow Brand Indonesia,Manufacturing/Production
PT Megumi Paras Cantika,Retail/Merchandise
PT Meia Sinergi Utama,Heavy Industrial/Machinery/Equipment
PT Meia Solusi,Heavy Industrial/Machinery/Equipment
PT Meiden Engineering Indonesia,Construction / Building / Engineering
PT Meidian Surya Bersaudara (Meidian Elektronik),Electrical & Electronics
PT Meiho Manufacturing Indonesia,Manufacturing/Production
PT Meiji Indonesia,BioTechnology/Pharmaceutical/Clinical research
PT Meiji Indonesian Pharmaceutical Industries,Manufacturing/Production
PT Meiko Ekspres,Transportation/Logistics
PT Meindo Elang Indah,Heavy Industrial/Machinery/Equipment
PT Meinhardt Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT MEIRA MANUFACTURING INDONESIA,Automobile/Automotive Ancillary/Vehicle
PT Meisindo Karya Semesta,Consumer Products / FMCG
PT Meisirindo Utama,Aerospace / Aviation / Airline
PT Meitan-X Technology,Computer/Information Technology (Software)
PT Meiwa Kogyo Indonesia,Automobile/Automotive Ancillary/Vehicle
PT Meiwa Mold Indonesia,Manufacturing/Production
PT Meja abadi Perkasa,Transportation/Logistics
PT Meji Sakti Motor,Automobile / Automotive Ancillary / Vehicle
PT Mejistar Adhijaya,Manufacturing/Production
PT Mekabox Putra,Property / Real Estate
PT Mekada Abadi,General & Wholesale Trading
PT Mekaleksi Surya Pratama,"Consulting (IT, Science, Engineering & Technical)"
PT Mekanusa Cipta (Kota Wisata Real Estate),Property / Real Estate
PT Mekar Armada Jaya,Automobile/Automotive Ancillary/Vehicle
PT Mekar Armada Jaya (Jakarta),Manufacturing / Production
PT MEKAR FURNITURE,Architectural Services/Interior Designing
PT MEKAR JAYA GLOBAL,Travel/Tourism
PT Mekar Maju Metalindo,Heavy Industrial/Machinery/Equipment
PT Mekar Niaga Sentosa,General & Wholesale Trading
PT Mekar Prana Indah,Property / Real Estate
PT Mekar Sempurna,General & Wholesale Trading
PT Mekar Sukses Perkasa,Consumer Products/FMCG
PT Mekar unggul sari,Agricultural / Plantation / Poultry / Fisheries
PT Mekar Unggul Sari,Hotel/Hospitality
PT Mekaro Daya Mandiri,"Consulting (IT, Science, Engineering & Technical)"
PT Mekarsari Warna Perkasa,Polymer/Plastic/Rubber/Tyres
PT Melady Garment International (Semarang),Textiles/Garment
PT Melanton Pratama,Oil/Gas/Petroleum
PT Melati Anugerah Jaya,Property/Real Estate
PT Melati Hijau Putih (Yogyakarta),Travel/Tourism
PT Melati Technofo Indonesia,Construction / Building / Engineering
PT Melia Network Indonesia,Heavy Industrial/Machinery/Equipment
PT Melia Optimus Indonesia,General & Wholesale Trading
PT Melia Pilar Utama,Retail/Merchandise
PT Melilea International Indonesia,Consumer Products/FMCG
PT Melindo Cipta Agung,General & Wholesale Trading
PT Melindo Cipta Pesona,Textiles / Garment
PT Melindo Tiara Abadi,Food & Beverage / Catering / Restaurant
PT Melium Nusantara (Seminyak Village),Property/Real Estate
PT Melodi Makmur Jaya,Hotel/Hospitality
PT Melon Indonesia,Entertainment/Media
PT Melon Networks,Advertising / Marketing / Promotion / PR
PT Melrimba Sentra Agrotama,General & Wholesale Trading
PT Melu Bangun Wiweka,Construction / Building / Engineering
PT Memimpin Dengan Nurani,Construction / Building / Engineering
PT Memiontec Indonesia,Construction/Building/Engineering
PT Memoire Worldwide,Printing / Publishing
PT Memori Netindo Jaya,Telecommunication
PT Menara  Antam Sejahtera,Property/Real Estate
PT Menara Agung Pusaka,Construction / Building / Engineering
PT Menara Alfasemesta,Heavy Industrial/Machinery/Equipment
PT Menara Armada Pratama,Construction/Building/Engineering
PT Menara Astra,Property / Real Estate
PT Menara Batam,Construction / Building / Engineering
PT Menara Buana Perkasa,Consulting (Business & Management)
PT Menara Cipta Profilindo,Manufacturing / Production
PT Menara Dana Sejahtera (MDS),Computer / Information Technology (Hardware)
PT Menara Data Centra,Printing/Publishing
PT Menara Duta Indonesia,Textiles/Garment
PT Menara Emerald Nusantara,Consulting (Business & Management)
PT Menara Gading Putih,Construction / Building / Engineering
PT Menara Indonesia (M Knows Consulting),Consulting (Business & Management)
PT Menara Inter Mode,Arts/Design/Fashion
PT Menara Inti Energi,Others
PT MENARA INTI KARYA,Construction/Building/Engineering
PT Menara Karya Indonesia,Consulting (Business & Management)
PT Menara Lestari Bersama,Others
PT Menara Manna Mulia,Property/Real Estate
PT Menara Mas Investindo,Stockbroking/Securities
PT Menara Medica Center (Klinik Medika Sudirman),Healthcare/Medical
PT Menara Medika Pratama,Retail/Merchandise
PT MENARA NIAGA LESTARI,Advertising/Marketing/Promotion/PR
PT Menara Nusantara Perkasa,Others
PT Menara Pelangi,Property/Real Estate
PT Menara Peninsula,Hotel/Hospitality
PT Menara Permata Properti,Hotel / Hospitality
PT Menara Rajawali Mulia,Food & Beverage / Catering / Restaurant
PT Menara Santosa,Property/Real Estate
PT Menara Satria Perkasa,Textiles/Garment
PT Menara Sejuk Sentosa,Electrical & Electronics
PT Menara Selular Nusantara,Telecommunication
PT Menara Sigma,Arts/Design/Fashion
PT Menara Studio,Advertising / Marketing / Promotion / PR
PT Menara Suci Sejahtera,Travel / Tourism
PT Menara Tegar Perkasa,Agricultural/Plantation/Poultry/Fisheries
PT Menara Teguh Perkasa,Retail / Merchandise
PT Menara Terang Abadi (Greenwoods Group),Property/Real Estate
PT Menara Terus Makmur,Automobile / Automotive Ancillary / Vehicle
PT Menara Thamrin,Construction/Building/Engineering
PT Menara Trans Sarana,Transportation / Logistics
PT Menara Utama Kreasindo,Exhibitions/Event management/MICE
PT Menara Visi Tour and Travel,Travel / Tourism
PT Menara Warna Indonesia,Printing / Publishing
PT Menaravisi Commerce,Advertising/Marketing/Promotion/PR
PT Menaravisi Tour & Travel ( Vara Wedding ),Exhibitions/Event management/MICE
PT Menaravisi Tour & Travel (Bali),Travel/Tourism
PT Menarini Indria Laboratories,Healthcare/Medical
PT Mendalo Prima Intiland,Property/Real Estate
PT Mendekor Anugerah Indonesia,Retail/Merchandise
PT Menggala Tapioka Riyasentosa,Consumer Products / FMCG
PT Menjalin Jaya Sukses,General & Wholesale Trading
PT Menn Teknologi Indonesia,Computer/Information Technology (Hardware)
PT Mensa Binasukses,BioTechnology/Pharmaceutical/Clinical research
PT Mensa Binasukses (cab solo),BioTechnology / Pharmaceutical / Clinical research
PT Mensa Binasukses (Padang),BioTechnology / Pharmaceutical / Clinical research
PT Mensa Binasukses Makassar,Healthcare / Medical
PT Mensa Sejahtera Medika,Healthcare / Medical
PT Mensana Aneka Satwa,BioTechnology/Pharmaceutical/Clinical research
PT Mentari Agung Jaya Usaha,Manufacturing/Production
PT Mentari Agung Mandiri,Property/Real Estate
PT Mentari Agung Persada,Construction/Building/Engineering
PT Mentari Agung Sejahtera,Travel / Tourism
PT Mentari Apsara Perkasa,Food & Beverage/Catering/Restaurant
PT Mentari Bara Jaya,Mining
PT Mentari Books Indonesia (Interview Fair Jakarta),Printing / Publishing
PT Mentari Cyber Media,Telecommunication
PT Mentari Fajar Gemilang,Consumer Products / FMCG
PT Mentari Food,Manufacturing/Production
PT Mentari Freight Services (Bali),Transportation / Logistics
PT MENTARI GEMILANG ABADI,General & Wholesale Trading
PT Mentari Internasional,Call Center / IT-Enabled Services / BPO
PT Mentari Jasindo Sentosa,Construction/Building/Engineering
PT Mentari Kreasindo,Electrical & Electronics
PT Mentari Lintas Buana,Travel / Tourism
PT Mentari Mega Pratama,Printing / Publishing
PT Mentari Multimedia,Telecommunication
PT Mentari Nawa Satria,Food & Beverage/Catering/Restaurant
PT Mentari Nusantara Cipta,Automobile/Automotive Ancillary/Vehicle
PT Mentari Pagi Sejahtera,Computer / Information Technology (Software)
PT Mentari Paraguna Semesta - Semarang,General & Wholesale Trading
PT Mentari Prima Jayaabadi,Manufacturing/Production
PT Mentari Promo,Advertising / Marketing / Promotion / PR
PT Mentari Sejati Perkasa(Surabaya),Others
PT Mentari Selaras Sejahtera,General & Wholesale Trading
PT Mentari Smart Guna,Human Resources Management / Consulting
PT Mentari Training Indonesia,Education
PT Mentari Trans Nusantara,Transportation/Logistics
PT Mentaritimur Unggul,Manufacturing/Production
PT Menteng Medika Indonesia,Healthcare / Medical
PT Menteng Prada Huni,Property/Real Estate
PT Menumate Indonesia,Hotel/Hospitality
PT Meora Prima Solusindo,Manufacturing/Production
PT MER Engineering,Construction / Building / Engineering
PT Merah Cipta Media,Advertising/Marketing/Promotion/PR
PT Merah Putih Berjaya ( Toko Provo ),Apparel
PT Merah Putih Media,Entertainment/Media
PT Merak Bangun Samudera,Others
PT Merak Energi Indonesia,Chemical/Fertilizers/Pesticides
PT Merak Jaya Asri,Transportation/Logistics
PT Merak Jaya Beton,General & Wholesale Trading
PT Merak Magnesiumindo,General & Wholesale Trading
PT Merak Magnesiumindo Industri,General & Wholesale Trading
PT Merak Megah Steel,Manufacturing / Production
PT Merakindo Mix,Manufacturing/Production
PT Merapi Arsita Graha,Property / Real Estate
PT Merapi Pesona Jogja,Travel/Tourism
PT Merapi Utama Pharma,Healthcare/Medical
PT Meratus Jaya Iron & Steel,Manufacturing / Production
PT Mercantile Athletic Club,Hotel / Hospitality
PT Mercator Services Indonesia,Human Resources Management/Consulting
PT Mercedes-Benz Distribution Indonesia,Automobile/Automotive Ancillary/Vehicle
PT Mercer Indonesia,Insurance
PT Mercindo Autorama,Automobile/Automotive Ancillary/Vehicle
PT Mercindo Global Manufaktur,Manufacturing/Production
PT Merck Sharp Dohme Indonesia,BioTechnology/Pharmaceutical/Clinical research
PT Merck Sharp Dohme Pharma Tbk,BioTechnology/Pharmaceutical/Clinical research
PT Merck Tbk,BioTechnology/Pharmaceutical/Clinical research
PT Mercu Gramaron,Construction / Building / Engineering
PT Mercury Goospery Indonesia,Retail/Merchandise
PT Mercury Informatika Solusi,BioTechnology / Pharmaceutical / Clinical research
PT Mercusuar (Thaha Group),General & Wholesale Trading
PT Mercusuar Uluwatu,Food & Beverage / Catering / Restaurant
PT MERCUSUAR ULUWATU,Food & Beverage / Catering / Restaurant
PT Mercutama Alam Indonesia,Manufacturing / Production
PT Merdi Mahayana,Heavy Industrial/Machinery/Equipment
PT Merdis International,General & Wholesale Trading
PT Meredian Khatulistiwa,Heavy Industrial/Machinery/Equipment
PT Merek Indah Lestari,Hotel/Hospitality
PT Merfano Raya Tour,Travel / Tourism
PT Merge Jati,Manufacturing/Production
PT Merhati Keluarga Medika,Healthcare/Medical
PT Meridian Jati Indonesia,General & Wholesale Trading
PT Meridian Medical Indonesia,Healthcare/Medical
PT Merimen Technologies Indonesia,Computer/Information Technology (Software)
PT Merindo International,Manufacturing/Production
PT Merlasakti Abadi,Manufacturing / Production
PT MERO Sekawan Jaya,Manufacturing/Production
PT Merobi Artha Putera,Construction/Building/Engineering
PT Meroke Tetap Jaya,Chemical/Fertilizers/Pesticides
PT Merpati Abadi Sejahtera (Jakarta),Property/Real Estate
PT Merpati Alam Semesta,Transportation/Logistics
PT Merpati Mahardika,Consumer Products/FMCG
PT Merpati Vacation,Travel / Tourism
PT Merpati Wahana Taksi,Manufacturing/Production
PT Merro International Indonesia,BioTechnology / Pharmaceutical / Clinical research
PT Merrys Tours & Travel Service,Travel/Tourism
PT Merrytex,Textiles / Garment
PT Mersifarma Tirmaku Mercusana,BioTechnology/Pharmaceutical/Clinical research
PT Merstar Kusuma Mitra,Marine / Aquaculture
PT Mertanadi Indonesia,Hotel/Hospitality
PT Mervotura Rekantara,Consulting (Business & Management)
PT Mes Indojaya,Electrical & Electronics
PT MES MACHINERY INDONESIA,Heavy Industrial/Machinery/Equipment
PT Mesco Sarana Nusantara,Oil/Gas/Petroleum
PT Meshindo Alloy Wheel,General & Wholesale Trading
PT Meshindo Jayatama,General & Wholesale Trading
PT Mesin Isuzu Indonesia,Automobile/Automotive Ancillary/Vehicle
PT Mesin Kasir Online,Retail/Merchandise
PT Mesin Ossel Nusantara,Heavy Industrial/Machinery/Equipment
PT Mesindo Agung Nusantara,Manufacturing / Production
PT Mesindo Prima Autopart,Automobile/Automotive Ancillary/Vehicle
PT Mesitechmitra Purnabangun,Construction/Building/Engineering
PT Mesjaya Abadi Indonesia,Manufacturing/Production
PT Mesta Sarana Bangun,Construction / Building / Engineering
PT Mestika Sakti Anugrah Semesta,Manufacturing/Production
PT Mestikamas Pratama,General & Wholesale Trading
PT Mestikaprima Lestariindah,Agricultural/Plantation/Poultry/Fisheries
PT Mestindo Indonesiy (Samarinda),Agricultural / Plantation / Poultry / Fisheries
PT Met Bali,Retail / Merchandise
PT Meta Duta Logika,"Consulting (IT, Science, Engineering & Technical)"
PT Meta Dwiguna Transcorp,Automobile/Automotive Ancillary/Vehicle
PT Meta Epsi,Construction/Building/Engineering
PT Meta Fora International (Novotel Nusa Dua Bali),Hotel / Hospitality
PT Meta Global Solusindo,Computer/Information Technology (Software)
PT Meta Internasional,Travel / Tourism
PT Meta Karya Cemerlang,General & Wholesale Trading
PT Meta Kreasi Perkasa,Hotel/Hospitality
PT Meta Mata Medika,General & Wholesale Trading
PT Meta Technology Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT Metabe Citra Niaga Jaya,Retail/Merchandise
PT Metabe Citra Niaga Jaya,Others
PT Metabisulphite Nusantara,Manufacturing/Production
PT Metachem Mulia Perkasa,Manufacturing/Production
PT Metafora International,Property / Real Estate
PT Metaform Jaya Abadi,Architectural Services / Interior Designing
PT Metaguna Innova,Automobile/Automotive Ancillary/Vehicle
PT METAHELIX LIFESCIENCES INDONESIA,Agricultural/Plantation/Poultry/Fisheries
PT Metakom Persada Pranata,Consulting (Business & Management)
PT METAKOM PERSADA PRANATA,Accounting/Audit/Tax Services
PT Metal Can Coating Industries Supplier,General & Wholesale Trading
PT Metal Depot Indonesia,General & Wholesale Trading
PT Metal Depot Indonesia,General & Wholesale Trading
PT Metal Indo Cemerlang,Retail / Merchandise
PT METAL TECH MACHINERY,Heavy Industrial/Machinery/Equipment
PT Metalfrio Life Cycle Indonesia,Manufacturing / Production
PT Metalindo Gunatama,General & Wholesale Trading
PT Metalindo Inti Nusa,General & Wholesale Trading
PT Metalindo Jaya Utama,Manufacturing / Production
PT Metalindo Multiperkasa,General & Wholesale Trading
PT Metalindo Prima Engineering,Manufacturing/Production
PT Metalindo Prima Sarana,General & Wholesale Trading
PT Metalindo Sentosa Utama,Manufacturing / Production
PT Metalindo Sumber Tani,General & Wholesale Trading
PT Metalisha Intiguna,Others
PT Metalogic Infomitra,Computer/Information Technology (Software)
PT Metalogix Infolink Persada,Computer/Information Technology (Software)
PT Metalsindo Pacific,General & Wholesale Trading
PT Metaltech Indonesia,General & Wholesale Trading
PT Metamind Tata Cendekia,Consulting (Business & Management)
PT Metanoia Mulia Agung,Others
PT Metanouva Informatika,Computer/Information Technology (Software)
PT Metaphor Indonesia,Architectural Services/Interior Designing
PT Metaplas Harmoni,Telecommunication
PT Metaprofesional Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT METEOR INOVASI DIGITAL,Accounting/Audit/Tax Services
PT Meteoric Indobatam,Environment / Health / Safety
PT Metindo Mitra Mandiri,Wood/Fibre/Paper
PT Metindo Perkasa,Chemical/Fertilizers/Pesticides
PT Metindo Prima Daya,Electrical & Electronics
PT Metis Infiniti Indonesia,Computer/Information Technology (Software)
PT Metis Teknologi Corporindo,Call Center/IT-Enabled Services/BPO
PT Metra Digital Media (MD Media),Advertising / Marketing / Promotion / PR
PT Metra Digital Media (Surabaya),Entertainment / Media
PT METRA DIGITAL MEDIA BY TELKOM INDONESIA,Entertainment/Media
PT Metra-Net,Computer/Information Technology (Hardware)
PT Metraplasa,Others
PT Metrindo Supra Sinatria (MSS – METRINDO GROUP),General & Wholesale Trading
PT Metrix Inspira,Automobile/Automotive Ancillary/Vehicle
PT Metro Batavia (Batavia Air),Aerospace / Aviation / Airline
PT Metro Delima Putra,Printing/Publishing
PT Metro Drug Indonesia,Healthcare/Medical
PT Metro East Graha Wisata,Property/Real Estate
PT Metro Express International,Transportation/Logistics
PT Metro Garmin,Apparel
PT Metro Global Services,Telecommunication
PT Metro Grafika Utama,General & Wholesale Trading
PT Metro Idea Architects,Architectural Services/Interior Designing
PT Metro Idea Arsitektur,Architectural Services/Interior Designing
PT METRO LIMA LIMA,Manufacturing / Production
PT Metro Nusantara Cipta Property,Property/Real Estate
PT METRO PEARL INDONESIA,Manufacturing/Production
PT Metro Puri Harmoni,Hotel/Hospitality
PT Metro Realty Tbk,Property/Real Estate
PT Metro Security Delta 311,Repair & Maintenance Services
PT Metro Sentral Graphia,Printing/Publishing
PT Metro Sky Garden,Food & Beverage / Catering / Restaurant
PT Metro Solusi Persada,Transportation/Logistics
PT Metro Wisata Raya,Travel/Tourism
PT Metro77,Automobile / Automotive Ancillary / Vehicle
PT Metrocom Global Solusi,Computer/Information Technology (Software)
PT Metrocom Indonesia,Telecommunication
PT Metrocom Jaddi Technology,"Consulting (IT, Science, Engineering & Technical)"
PT Metrogema Media Nusantara ( Warta Kota ),Journalism
PT Metroharapan Cipta Persada,Property/Real Estate
PT Metrohm Indonesia,Manufacturing/Production
PT Metromedia Elmeka Engineering,Construction / Building / Engineering
PT Metron Andika Nusantara,Electrical & Electronics
PT Metropole Purnama Citra,Manufacturing/Production
PT Metropolis Propertindo utama,Property / Real Estate
PT Metropolitan Bayu Industri,Heavy Industrial/Machinery/Equipment
PT Metropolitan Bayutama,Electrical & Electronics
PT Metropolitan Bayutama (Surabaya),Construction/Building/Engineering
PT Metropolitan Deta Graha,Hotel/Hospitality
PT METROPOLITAN DEVELOPMENT,Property/Real Estate
PT Metropolitan Express,Transportation/Logistics
PT Metropolitan Golden Management (Horison Group),Hotel / Hospitality
PT Metropolitan Indonesia,Mining
PT Metropolitan Karyadeka Ascendas,Property/Real Estate
PT Metropolitan Karyadeka Development,Property/Real Estate
PT Metropolitan Kentjana Tbk,Property/Real Estate
PT Metropolitan Kentjana Tbk - Pondok Indah Golf Apartement,Property/Real Estate
PT Metropolitan Land (Bekasi),Property / Real Estate
PT Metropolitan Land Tbk,Property/Real Estate
PT Metropolitan Retailmart,Retail/Merchandise
PT Metropolitan Surya Graha,Construction/Building/Engineering
PT Metropolitel Indoraya,General & Wholesale Trading
PT Metrotama Unison,General & Wholesale Trading
PT Metrotech Jaya Komunika Indonesia,Telecommunication
PT Metrox Global,Retail/Merchandise
PT Metsi Inka,Construction/Building/Engineering
PT Metso Automation,Manufacturing / Production
PT Metta Intiboga Prima,Consumer Products / FMCG
PT Metta Lab,Chemical / Fertilizers / Pesticides
PT Metta Sinar Sejahtera,Consumer Products/FMCG
PT Metta Trans Perkasa,Transportation / Logistics
PT Metta Universal Indo Trading,Grooming/Beauty/Fitness
PT Mettaled Indonesia,Electrical & Electronics
PT Mettler Toledo Indonesia,General & Wholesale Trading
PT Meubelindo Inreno Jaya,Manufacturing/Production
PT Meulaboh Power Generation,Utilities/Power
PT Meuligo Pratama,Advertising/Marketing/Promotion/PR
PT Mevracon Solusi Utama,Construction/Building/Engineering
PT Mevtek Premier,Oil/Gas/Petroleum
PT Mewah Indonesia,Construction/Building/Engineering
PT Mexicano Asia,Food & Beverage / Catering / Restaurant
PT MEXINDO,Arts/Design/Fashion
PT Meyz Consulting Indonesia,Arts/Design/Fashion
PT Meyz Jasa Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT MFC Internasional,Consulting (Business & Management)
PT MFF Oilfield Service And Engineering,Oil/Gas/Petroleum
PT MFI Sinar Investama,Food & Beverage/Catering/Restaurant
PT MG Holiday Group,Travel/Tourism
PT MGBR,Arts/Design/Fashion
PT MGlobal Logistics Indonesia,Transportation/Logistics
PT MGT,Transportation/Logistics
PT MGT LOMBOK,Others
PT MHCT Consulting Indonesia,Consulting (Business & Management)
PT MHE Demag Indonesia,Heavy Industrial / Machinery / Equipment
PT MHG Bali,Hotel / Hospitality
PT MHG Indonesia,Construction / Building / Engineering
PT Mhoel ID Sarana Estetika,Architectural Services/Interior Designing
PT MHSK,Automobile/Automotive Ancillary/Vehicle
PT Miami Fleet Purwokerto,Human Resources Management/Consulting
PT MIARSONO & ASSOCIATES,Others
PT Miasma ( Botanica Weddings ),Entertainment/Media
PT MIC Transformer,Consulting (Business & Management)
PT MIC Transformer Surabaya,Consulting (Business & Management)
PT Michael Page Internasional Indonesia,Human Resources Management/Consulting
PT MICHEL MOUAWAD TRADING EST,Mining
PT Michelin Indonesia,Polymer / Plastic / Rubber / Tyres
PT Michell Elliot Indonesia,Manufacturing / Production
PT Micko Indonesia,General & Wholesale Trading
PT Micostar Karyagraha,Heavy Industrial/Machinery/Equipment
PT Micro Ad Blade Indonesia,Advertising/Marketing/Promotion/PR
PT Micro Madani Institute (Medan),Banking/Financial Services
PT Micro Money Indonesia,Banking/Financial Services
PT Micro Piranti Computer,Computer/Information Technology (Software)
PT Micro Utility Partners,BioTechnology/Pharmaceutical/Clinical research
PT Micro Visual Computer,Retail/Merchandise
PT Microaccess Solution,Computer / Information Technology (Software)
PT MICROAD BLADE INDONESIA,Advertising/Marketing/Promotion/PR
PT MicroAd Indonesia,Advertising/Marketing/Promotion/PR
PT MicroChannel Indonesia Operations,Consulting (Business & Management)
PT Microchem Indonesia,Chemical/Fertilizers/Pesticides
PT Microlibs Information System,Computer/Information Technology (Software)
PT Microlux Indonesia,Arts / Design / Fashion
PT Micronet Gigatech Indoglobal,Computer/Information Technology (Software)
PT Microreksa Infonet,"Consulting (IT, Science, Engineering & Technical)"
PT Micros Fidelio Indonesia,Computer/Information Technology (Hardware)
PT Microsis,Computer/Information Technology (Hardware)
PT Microsoft Indonesia,Computer/Information Technology (Software)
PT Microtek Informa Solusindo,Computer/Information Technology (Software)
PT Microtek Internasional,Heavy Industrial / Machinery / Equipment
PT Microvac Indonesia,Computer/Information Technology (Software)
PT MICS Steel Indonesia,Manufacturing/Production
PT Mid Duta International,Arts / Design / Fashion
PT Mid Duta International Bali,Hotel/Hospitality
PT Mid Solusi Nusantara  (Sleekr),Computer/Information Technology (Hardware)
PT Mida Mas Perkasa,Consumer Products/FMCG
PT Midas Citra Mandiri,Property/Real Estate
PT Midas Citra Utama,Property/Real Estate
PT Midas Daya Teknologi,Computer/Information Technology (Software)
PT Midas Indonesia,Manufacturing / Production
PT Midas Land,Property / Real Estate
PT Midas Natural Resources,Mining
PT Midas Prakasa Utama,Advertising/Marketing/Promotion/PR
PT Midasia Capital,General & Wholesale Trading
PT Midea Heating Ventilating Air Conditioner Indonesia,Electrical & Electronics
PT Midi Utama Indonesia (Bali),Retail / Merchandise
PT Midi Utama Indonesia Surabaya ( Alfamidi ),General & Wholesale Trading
PT Midi Utama Indonesia Tbk Cabang Makassar,Retail/Merchandise
"PT Midi Utama Indonesia, Tbk",Retail/Merchandise
PT Midix Graha Farma,BioTechnology/Pharmaceutical/Clinical research
PT Midoh Trading,General & Wholesale Trading
PT Midsouth Indonesia,Manufacturing / Production
PT Midtrans (Veritrans Indonesia),Computer/Information Technology (Software)
PT Miele Terra Nusantara,Food & Beverage/Catering/Restaurant
PT Mifa Bersaudara,Mining
PT Miftah Putra Mandiri,Consumer Products / FMCG
PT Migel Krindo Perkasa,Manufacturing/Production
PT MIGNON,Others
PT Mignon Sista International,Manufacturing/Production
PT Migo Anugerah Sinergi,Transportation/Logistics
PT Miho Sukses Abadi,Food & Beverage / Catering / Restaurant
PT Mika Trikarya Indonesia,Consulting (Business & Management)
PT Mikatasa Agung,Manufacturing/Production
PT Mikha Karya Persada,Retail/Merchandise
PT Mikha Prima Persada,Healthcare / Medical
PT Mikie Oleo Nabati Industri,Consumer Products / FMCG
PT Miko Herba Biotek,BioTechnology / Pharmaceutical / Clinical research
PT Mikro Integrasi Total Solusi,"Consulting (IT, Science, Engineering & Technical)"
PT Mikro Investindo Utama,Agricultural/Plantation/Poultry/Fisheries
PT Mikro Makro Visual,Architectural Services/Interior Designing
PT Mikro Simbacang Abadi,Computer / Information Technology (Hardware)
PT Mikro Sinergi Informatika,Computer/Information Technology (Software)
PT Mikrolabtek Medikatama,Manufacturing/Production
PT Mikronet Info Sarana,Computer / Information Technology (Hardware)
PT Mikrotek Komputindo,Computer/Information Technology (Hardware)
PT Mikuni Indonesia,Automobile / Automotive Ancillary / Vehicle
PT Mila Dopiz Indonesia,General & Wholesale Trading
