Provinsi,Domisili,Tahun,Tahap,Sekolah,Jurusan,Pilihan,Peminat
Jakarta,Dalam,2018,1,SMA NEGERI 108,IPS,Pilihan 2,85
Jakarta,Dalam,2018,1,SMA NEGERI 108,IPS,Pilihan 3,194
Jakarta,Dalam,2018,1,SMA NEGERI 109,IPA,Pilihan 1,83
Jakarta,Dalam,2018,1,SMA NEGERI 109,IPA,Pilihan 2,115
Jakarta,Dalam,2018,1,SMA NEGERI 109,IPA,Pilihan 3,130
Jakarta,Dalam,2018,1,SMA NEGERI 109,IPS,Pilihan 1,83
Jakarta,Dalam,2018,1,SMA NEGERI 109,IPS,Pilihan 2,115
Jakarta,Dalam,2018,1,SMA NEGERI 109,IPS,Pilihan 3,130
Jakarta,Dalam,2018,1,SMA NEGERI 110,IPA,Pilihan 1,125
Jakarta,Dalam,2018,1,SMA NEGERI 110,IPA,Pilihan 2,85
Jakarta,Dalam,2018,1,SMA NEGERI 110,IPA,Pilihan 3,78
Jakarta,Dalam,2018,1,SMA NEGERI 110,IPS,Pilihan 1,125
Jakarta,Dalam,2018,1,SMA NEGERI 110,IPS,Pilihan 2,85
Jakarta,Dalam,2018,1,SMA NEGERI 110,IPS,Pilihan 3,78
Jakarta,Dalam,2018,1,SMA NEGERI 110,BAHASA,Pilihan 1,125
Jakarta,Dalam,2018,1,SMA NEGERI 110,BAHASA,Pilihan 2,85
Jakarta,Dalam,2018,1,SMA NEGERI 110,BAHASA,Pilihan 3,78
Jakarta,Dalam,2018,1,SMA NEGERI 111,IPA,Pilihan 1,99
Jakarta,Dalam,2018,1,SMA NEGERI 111,IPA,Pilihan 2,21
Jakarta,Dalam,2018,1,SMA NEGERI 111,IPA,Pilihan 3,40
Jakarta,Dalam,2018,1,SMA NEGERI 111,IPS,Pilihan 1,99
Jakarta,Dalam,2018,1,SMA NEGERI 111,IPS,Pilihan 2,21
Jakarta,Dalam,2018,1,SMA NEGERI 111,IPS,Pilihan 3,40
Jakarta,Dalam,2018,1,SMA NEGERI 112,IPA,Pilihan 1,144
Jakarta,Dalam,2018,1,SMA NEGERI 112,IPA,Pilihan 2,148
Jakarta,Dalam,2018,1,SMA NEGERI 112,IPA,Pilihan 3,153
Jakarta,Dalam,2018,1,SMA NEGERI 112,IPS,Pilihan 1,144
Jakarta,Dalam,2018,1,SMA NEGERI 112,IPS,Pilihan 2,148
Jakarta,Dalam,2018,1,SMA NEGERI 112,IPS,Pilihan 3,153
Jakarta,Dalam,2018,1,SMA NEGERI 113,IPA,Pilihan 1,133
Jakarta,Dalam,2018,1,SMA NEGERI 113,IPA,Pilihan 2,123
Jakarta,Dalam,2018,1,SMA NEGERI 113,IPA,Pilihan 3,132
Jakarta,Dalam,2018,1,SMA NEGERI 113,IPS,Pilihan 1,133
Jakarta,Dalam,2018,1,SMA NEGERI 113,IPS,Pilihan 2,123
Jakarta,Dalam,2018,1,SMA NEGERI 113,IPS,Pilihan 3,132
Jakarta,Dalam,2018,1,SMA NEGERI 113,BAHASA,Pilihan 1,133
Jakarta,Dalam,2018,1,SMA NEGERI 113,BAHASA,Pilihan 2,123
Jakarta,Dalam,2018,1,SMA NEGERI 113,BAHASA,Pilihan 3,132
Jakarta,Dalam,2018,1,SMA NEGERI 114,IPA,Pilihan 1,41
Jakarta,Dalam,2018,1,SMA NEGERI 114,IPA,Pilihan 2,70
Jakarta,Dalam,2018,1,SMA NEGERI 114,IPA,Pilihan 3,87
Jakarta,Dalam,2018,1,SMA NEGERI 114,IPS,Pilihan 1,41
Jakarta,Dalam,2018,1,SMA NEGERI 114,IPS,Pilihan 2,70
Jakarta,Dalam,2018,1,SMA NEGERI 114,IPS,Pilihan 3,87
Jakarta,Dalam,2018,1,SMA NEGERI 115,IPA,Pilihan 1,77
Jakarta,Dalam,2018,1,SMA NEGERI 115,IPA,Pilihan 2,83
Jakarta,Dalam,2018,1,SMA NEGERI 115,IPA,Pilihan 3,102
Jakarta,Dalam,2018,1,SMA NEGERI 115,IPS,Pilihan 1,77
Jakarta,Dalam,2018,1,SMA NEGERI 115,IPS,Pilihan 2,83
Jakarta,Dalam,2018,1,SMA NEGERI 115,IPS,Pilihan 3,102
