Nomor,Tahun,Daerah,,Persentase Suara (%),No Pasangan,Jabatan,Nama,,Jumlah Suara,Persentase Suara (%),,wakil,,,,,
121,2018,Kabupaten Mimika,,7.93,2,Bupati,"Robertus Waraopea, Sh",,129,7.93,Menang,FALSE,1,Menang,Menang,,
121,2018,Kabupaten Mimika,,2.58,3,Bupati,Wilhelmus Pigai,,42,2.58,,FALSE,1,,,,
121,2018,Kabupaten Mimika,,21.82,4,Bupati,"Hans Magal, S.P",,355,21.82,Menang,FALSE,1,Menang,Menang,,
121,2018,Kabupaten Mimika,,0.06,5,Bupati,"Maria Florida Kotorok, Se., M.H.Kes",,1,0.06,,FALSE,1,,,,
121,2018,Kabupaten Mimika,Menang,67.61,6,Bupati,"Eltinus Omaleng, Se, Mh",Menang,11,67.61,Menang,FALSE,1,Menang,Menang,,
121,2018,Kabupaten Mimika,,0,7,Bupati,"Philipus B. Wakerkwa Se, Msi",,0,0,,FALSE,1,,,,
122,2018,Kabupaten Paniai,,0,1,Bupati,"Dr. Hengki Kayame, Sh.,Mh",,0,0,,FALSE,0,,,,
122,2018,Kabupaten Paniai,,0,2,Bupati,"Naftali Yogi, S.Sos",,0,0,,FALSE,1,,,,
122,2018,Kabupaten Paniai,,0,3,Bupati,Meki Nawipa,,0,0,,FALSE,1,,,,
122,2018,Kabupaten Paniai,,0,4,Bupati,"Yunus Gobai, S.Sos",,0,0,,FALSE,1,,,,
122,2018,Kabupaten Paniai,,0,5,Bupati,"Yehuda Gobai, S.Th., M.Si",,0,0,,FALSE,1,,,,
123,2018,Kabupaten Puncak,,0,1,Bupati,"Willem Wandik, Se. Msi",,0,0,,FALSE,0,,,,
124,2018,Kabupaten Indragiri Hilir,,23.35,1,Bupati,"H. Rosman Malomo, Sh, Mh",,56073,23.35,,FALSE,0,,,,
124,2018,Kabupaten Indragiri Hilir,,24.95,2,Bupati,"Dr. H.M. Ramli, Se, M.Si",,59939,24.95,Menang,FALSE,1,Menang,Menang,,
124,2018,Kabupaten Indragiri Hilir,Menang,51.7,3,Bupati,"Drs. H. Muhammad Wardan, Mp",Menang,124178,51.7,Menang,FALSE,1,Menang,Menang,,
125,2018,Kabupaten Mamasa,Menang,61.24,1,Bupati,"Drs. Ramlan Badawi, Mh",Menang,48618,61.24,Menang,FALSE,0,Menang,Menang,,
126,2018,Kabupaten Polewali Mandar,,44.66,1,Bupati,Salim S. Mengga,,97922,44.66,,FALSE,0,,,,
126,2018,Kabupaten Polewali Mandar,Menang,55.34,2,Bupati,H. A. Ibrahim Masdar,Menang,121347,55.34,Menang,FALSE,1,Menang,Menang,,
127,2018,Kabupaten Bantaeng,,16.22,1,Bupati,Muh.Alwi,,17155,16.22,,FALSE,0,,,,
127,2018,Kabupaten Bantaeng,,37.85,2,Bupati,"Dra. Hj. Andi Sugiarti Mangun Karim, M. Si",,40017,37.85,Menang,FALSE,1,Menang,Menang,,
127,2018,Kabupaten Bantaeng,Menang,45.93,3,Bupati,"Dr. H. Ilham Syah Azikin, M. Si",Menang,48562,45.93,Menang,FALSE,1,Menang,Menang,,
128,2018,Kabupaten Bone,,62.95,1,Bupati,"Dr. H. A. Fahsar Mahdin Padjalangi, M.Si.",,232961,62.95,,FALSE,0,,,,
129,2018,Kabupaten Enrekang,Menang,69.4,1,Bupati,"Drs. H. Muslimin Bando, M.Pd",Menang,68384,69.4,Menang,FALSE,0,Menang,Menang,,
130,2018,Kabupaten Jeneponto,,30.23,1,Bupati,"H. Mulyadi Mustamu, Sh",,63369,30.23,Menang,FALSE,0,Menang,Menang,,
130,2018,Kabupaten Jeneponto,,19.67,2,Bupati,"H. Muhammad Sarif, Sh, Mh",,41231,19.67,,FALSE,1,,,,
130,2018,Kabupaten Jeneponto,Menang,43.38,3,Bupati,"Drs. H. Iksan Iskandar, M.Si",Menang,90942,43.38,Menang,FALSE,1,Menang,Menang,,
130,2018,Kabupaten Jeneponto,,6.72,4,Bupati,"H.A. Baharuddin Baso Jaya, S.Sos, M.Si",,14094,6.72,,FALSE,1,,,,
131,2018,Kota Makassar,,46.3,1,Walikota,"Munafri Arifuddin, Sh",,212143,46.3,,FALSE,0,,,,
132,2018,Kota Palopo,Menang,60.4,1,Walikota,"Drs. H. M. Judas Amir, Mh",Menang,51695,60.4,Menang,FALSE,0,Menang,Menang,,
132,2018,Kota Palopo,,39.6,2,Walikota,"Dr. Akhmad Syarifuddin Daud, Se., M.Si",,33887,39.6,,FALSE,1,,,,
133,2018,Kota Pare Pare,Menang,51.22,1,Walikota,"Dr. H. M. Taufan Pawe, S.H.,M.H.",Menang,39996,51.22,Menang,FALSE,0,Menang,Menang,,
133,2018,Kota Pare Pare,,48.78,2,Walikota,"Ir. H. Achmad Faisal Andi Sapada, S.E.,M.M.",,38098,48.78,,FALSE,1,,,,
134,2018,Kabupaten Luwu,Menang,60.58,1,Bupati,"Drs. H. Basmin Mattayang, M.Pd",Menang,117027,60.58,Menang,FALSE,0,Menang,Menang,,
134,2018,Kabupaten Luwu,,39.42,2,Bupati,"Patahudding, S.Ag",,76141,39.42,,FALSE,1,,,,
135,2018,Kabupaten Pinrang,,38.08,1,Bupati,"Ir. H. Abdul Latif, M.Si, Mm, Ipm",,81191,38.08,,FALSE,0,,,,
135,2018,Kabupaten Pinrang,Menang,40.43,2,Bupati,"H.A.Irwan Hamid,S.Sos",Menang,862,40.43,Menang,FALSE,1,Menang,Menang,,
135,2018,Kabupaten Pinrang,,17.6,3,Bupati,H. Jamaluddin Jafar,,37535,17.6,,FALSE,1,,,,
135,2018,Kabupaten Pinrang,,3.89,4,Bupati,"H. Hamka Mahmud, Sh.M.Si",,8301,3.89,,FALSE,1,,,,
136,2018,Kabupaten Sidenreng Rappang,,38.86,1,Bupati,"Fatmawati Rusdi, Se",,67128,38.86,,FALSE,0,,,,
136,2018,Kabupaten Sidenreng Rappang,Menang,61.14,2,Bupati,Ir. Dollah Mando,Menang,105598,61.14,Menang,FALSE,1,Menang,Menang,,
137,2018,Kabupaten Sinjai,Menang,37.96,1,Bupati,Andi Seto Gadhista Asapa,Menang,51069,37.96,Menang,FALSE,0,Menang,Menang,,
137,2018,Kabupaten Sinjai,,30.21,2,Bupati,"H. Sabirin Yahya, S.Sos",,40636,30.21,,FALSE,1,,,,
137,2018,Kabupaten Sinjai,,31.83,3,Bupati,"H. Takyuddin Masse, Se., M.Si",,42828,31.83,Menang,FALSE,1,Menang,Menang,,
138,2018,Kabupaten Wajo,Menang,57.91,1,Bupati,"Dr. H. Amran Mahmud, S,Sos., M.Si",Menang,104384,57.91,Menang,FALSE,0,Menang,Menang,,
138,2018,Kabupaten Wajo,,42.09,2,Bupati,"Dr. H. Baso Rahmanuddin, M.M.,M.Kes.",,75876,42.09,,FALSE,1,,,,
139,2018,Kabupaten Donggala,,25.95,1,Bupati,"Drg. Anita Bugiswaty Noerdin, M.Kes",,39727,25.95,,FALSE,0,,,,
139,2018,Kabupaten Donggala,Menang,34.65,2,Bupati,"Drs. Kasman Lassa, Sh",Menang,53042,34.65,Menang,FALSE,1,Menang,Menang,,
139,2018,Kabupaten Donggala,,27.34,3,Bupati,"Vera Elena Laruni, Se",,41858,27.34,,FALSE,1,,,,
139,2018,Kabupaten Donggala,,12.07,4,Bupati,"Idham Pagaluma, Sh",,18472,12.07,,FALSE,1,,,,
140,2018,Kabupaten Morowali,Menang,35.65,1,Bupati,Drs Taslim,Menang,26277,35.65,Menang,FALSE,0,Menang,Menang,,
140,2018,Kabupaten Morowali,,24.09,2,Bupati,H. Ambo Dalle,,17758,24.09,,FALSE,1,,,,
140,2018,Kabupaten Morowali,,27.71,3,Bupati,"H. Syarifudin Hafid, Sh",,20423,27.71,Menang,FALSE,1,Menang,Menang,,
140,2018,Kabupaten Morowali,,4.19,4,Bupati,"H. Silahudin Karim, S.Sos",,3089,4.19,,FALSE,1,,,,
140,2018,Kabupaten Morowali,,8.36,5,Bupati,"Haris Nunu, Se. Mm",,6164,8.36,Menang,FALSE,1,Menang,Menang,,
141,2018,Kabupaten Parigi Moutong,Menang,44.73,1,Bupati,H. Samsurizal Tombolotutu,Menang,99069,44.73,Menang,FALSE,0,Menang,Menang,,
141,2018,Kabupaten Parigi Moutong,,20.94,2,Bupati,"Erwin Burase, S.Kom",,46368,20.94,,FALSE,1,,,,
141,2018,Kabupaten Parigi Moutong,,34.33,3,Bupati,"H. Amrullah Almahdaly, S.E",,76031,34.33,Menang,FALSE,1,Menang,Menang,,
142,2018,Kabupaten Kolaka,Menang,62.82,1,Bupati,"H. Ahmad Safei, Sh, Mh",Menang,73004,62.82,Menang,FALSE,0,Menang,Menang,,
142,2018,Kabupaten Kolaka,,37.18,2,Bupati,"Dr. Hj. Asmani Arif, Se., Mm",,43204,37.18,,FALSE,1,,,,
143,2018,Kabupaten Konawe,,2.18,1,Bupati,"Muliati Saiman, S.Si",,2905,2.18,,FALSE,0,,,,
143,2018,Kabupaten Konawe,,20.75,2,Bupati,"H. Litanto, Sh.,M.Si",,27624,20.75,Menang,FALSE,1,Menang,Menang,,
143,2018,Kabupaten Konawe,,27.75,3,Bupati,"H. Irawan Laliasa, Se.,M.Si",,36942,27.75,Menang,FALSE,1,Menang,Menang,,
143,2018,Kabupaten Konawe,,49.31,4,Bupati,Kery Saiful Konggoasa,,65646,49.31,Menang,FALSE,1,Menang,Menang,,
144,2018,Kota Bau Bau,,24.57,1,Walikota,Hj. Roslina Rahim,,16094,24.57,,FALSE,0,,,,
144,2018,Kota Bau Bau,Menang,30.92,2,Walikota,"Dr. H.A.S Tamrin, Mh",Menang,20255,30.92,Menang,FALSE,1,Menang,Menang,,
144,2018,Kota Bau Bau,,5.89,3,Walikota,"Hj. Wa Ode Maasra Manarfa, S.Sos., M.Si",,3861,5.89,,FALSE,1,,,,
144,2018,Kota Bau Bau,,25.97,4,Walikota,"H. Yusran Fahim, Se",,17014,25.97,Menang,FALSE,1,Menang,Menang,,
144,2018,Kota Bau Bau,,12.65,5,Walikota,"Drs. H. Ibrahim Marsela, M.M.",,8284,12.65,,FALSE,1,,,,
145,2018,Kabupaten Bolaang Mongondow Utara,,21.31,1,Bupati,"Karel Bangko, Sh",,10521,21.31,,FALSE,0,,,,
145,2018,Kabupaten Bolaang Mongondow Utara,Menang,39.79,2,Bupati,Drs. Hi. Depri Pontoh,Menang,19645,39.79,Menang,FALSE,1,Menang,Menang,,
145,2018,Kabupaten Bolaang Mongondow Utara,,38.9,3,Bupati,Drs. Hi. Hamdan Datunsolang,,19202,38.9,,FALSE,1,,,,
146,2018,Kabupaten Kep. Siau Tagulandang Biaro,,23.67,1,Bupati,"Alfrets Ronald Takarendehang, Se.Ak",,10833,23.67,Menang,FALSE,0,Menang,Menang,,
146,2018,Kabupaten Kep. Siau Tagulandang Biaro,,23.1,2,Bupati,"Siska Salindeho, Se",,10572,23.1,,FALSE,1,,,,
146,2018,Kabupaten Kep. Siau Tagulandang Biaro,,7.11,3,Bupati,Ad Almost Berd Maliogha,,3256,7.11,,FALSE,1,,,,
146,2018,Kabupaten Kep. Siau Tagulandang Biaro,Menang,46.11,4,Bupati,Evangelian Sasingen,Menang,21103,46.11,Menang,FALSE,1,Menang,Menang,,
147,2018,Kabupaten Kepulauan Talaud,Menang,39.09,1,Bupati,"Dr. Elly Engelbert Lasut, Me",Menang,22674,39.09,Menang,FALSE,0,Menang,Menang,,
147,2018,Kabupaten Kepulauan Talaud,,28.17,2,Bupati,Welly Titah,,16341,28.17,,FALSE,1,,,,
147,2018,Kabupaten Kepulauan Talaud,,25.04,3,Bupati,"Sri Wahyumi Maria Manalip, Se",,14525,25.04,,FALSE,1,,,,
147,2018,Kabupaten Kepulauan Talaud,,7.69,4,Bupati,"Handri Piter Poae, S.H",,446,7.69,,FALSE,1,,,,
148,2018,Kota Kotamobagu,Menang,54.31,1,Walikota,Ir. Hj. Tatong Bara,Menang,37508,54.31,Menang,FALSE,0,Menang,Menang,,
148,2018,Kota Kotamobagu,,45.69,2,Walikota,Drs. Hi. Jainuddin Damopolii,,31561,45.69,,FALSE,1,,,,
149,2018,Kabupaten Minahasa,,34.98,1,Bupati,Ivan Steven Joudrie Sarundajang,,71124,34.98,,FALSE,0,,,,
149,2018,Kabupaten Minahasa,Menang,65.02,2,Bupati,"Ir. Royke Octavian Roring, M.Si",Menang,13219,65.02,Menang,FALSE,1,Menang,Menang,,
150,2018,Kabupaten Minahasa Tenggara,Menang,67.26,1,Bupati,"James Sumendap,Sh",Menang,47499,67.26,Menang,FALSE,0,Menang,Menang,,
151,2018,Kota Padang,,34.62,1,Walikota,"Ir. H. Emzalmi, M.Si",,62311,34.62,,FALSE,0,,,,
151,2018,Kota Padang,Menang,65.38,2,Walikota,"H. Mahyeldi, Sp",Menang,117652,65.38,Menang,FALSE,1,Menang,Menang,,
152,2018,Kota Padang Panjang,,16.54,1,Walikota,"Dr. Mawardi, Mkm",,4256,16.54,,FALSE,0,,,,
152,2018,Kota Padang Panjang,,36.3,2,Walikota,"H. Hendri Arnis, Bsba",,9338,36.3,Menang,FALSE,1,Menang,Menang,,
152,2018,Kota Padang Panjang,,7.54,3,Walikota,Ir. Rafdi M. Syarif,,194,7.54,,FALSE,1,,,,
152,2018,Kota Padang Panjang,Menang,39.62,4,Walikota,Fadly Amran,Menang,10191,39.62,Menang,FALSE,1,Menang,Menang,,
153,2018,Kota Pariaman,,0,1,Walikota,Ir. H. Mahyuddin,,0,0,,FALSE,0,,,,
153,2018,Kota Pariaman,,0,2,Walikota,"Dewi Fitri Deswati, S.Pi",,0,0,,FALSE,1,,,,
153,2018,Kota Pariaman,,0,3,Walikota,"Dr. Genius Umar, S.Sos, M.Si",,0,0,,FALSE,1,,,,
154,2018,Kota Sawahlunto,,19.21,1,Walikota,H. Fauzi Hasan,,6659,19.21,,FALSE,0,,,,
154,2018,Kota Sawahlunto,,33.7,2,Walikota,"Ali Yusuf, S.Pt",,11681,33.7,Menang,FALSE,1,Menang,Menang,,
154,2018,Kota Sawahlunto,Menang,47.08,3,Walikota,"Deri Asta, Sh",Menang,16319,47.08,Menang,FALSE,1,Menang,Menang,,
155,2018,Kabupaten Banyuasin,,9.21,1,Bupati,Drs. Agus Yudiantoro,,31758,9.21,,FALSE,0,,,,
155,2018,Kabupaten Banyuasin,,25.53,2,Bupati,H. Arkoni Md,,88008,25.53,Menang,FALSE,1,Menang,Menang,,
155,2018,Kabupaten Banyuasin,,20.33,3,Bupati,Buya H.M. Husni Thamrin Madani,,70109,20.33,,FALSE,1,,,,
155,2018,Kabupaten Banyuasin,,10.64,4,Bupati,"Ir. H. Syaiful Bakhri Ar,M.Si",,36683,10.64,,FALSE,1,,,,
155,2018,Kabupaten Banyuasin,Menang,34.29,5,Bupati,"H. Askolani, Sh., Mh",Menang,118227,34.29,Menang,FALSE,1,Menang,Menang,,
156,2018,Kabupaten Empat Lawang,,34.75,1,Bupati,H. David Hadrianto Aljufri (Hda),,47042,34.75,,FALSE,0,,,,
156,2018,Kabupaten Empat Lawang,Menang,60.16,2,Bupati,"H. Joncik Muhammad, S.Si.",Menang,81443,60.16,Menang,FALSE,1,Menang,Menang,,
156,2018,Kabupaten Empat Lawang,,5.1,3,Bupati,"H.Yulizar Dinoto,Sh",,69,5.1,,FALSE,1,,,,
157,2018,Kota Lubuklinggau,,7.05,1,Walikota,"H. Toyeb Rakembang, S.Ag",,7898,7.05,,FALSE,0,,,,
157,2018,Kota Lubuklinggau,Menang,56.18,2,Walikota,"Drs. H. S.N.Prana Putra Sohe, Mm",Menang,62923,56.18,Menang,FALSE,1,Menang,Menang,,
157,2018,Kota Lubuklinggau,,36.77,3,Walikota,"H. Rustam Effendi, Sh",,41179,36.77,,FALSE,1,,,,
158,2018,Kota Pagar Alam,,2.35,1,Walikota,"Hermanto, Sh M.Si",,1969,2.35,,FALSE,0,,,,
158,2018,Kota Pagar Alam,Menang,27.74,2,Walikota,"Alpian Maskoni, Sh",Menang,23217,27.74,Menang,FALSE,1,Menang,Menang,,
158,2018,Kota Pagar Alam,,19.39,3,Walikota,"Dr. Hj. Ida Fitriati Basjuni, M.Kes",,16232,19.39,,FALSE,1,,,,
158,2018,Kota Pagar Alam,,22.24,4,Walikota,Novirzah Djazuli. Se.,,18617,22.24,Menang,FALSE,1,Menang,Menang,,
158,2018,Kota Pagar Alam,,13.94,5,Walikota,Ludi Oliansyah,,11669,13.94,,FALSE,1,,,,
158,2018,Kota Pagar Alam,Menang,14.33,6,Walikota,"Ir. Gunawan, Mt",Menang,11998,14.33,Menang,FALSE,1,Menang,Menang,,
159,2018,Kota Palembang,Menang,46.12,1,Walikota,"H. Harnojoyo, S.Sos",Menang,207015,46.12,Menang,FALSE,0,Menang,Menang,,
159,2018,Kota Palembang,,37.2,2,Walikota,"Ir. H. Sarimuda, Mt.",,166976,37.2,,FALSE,1,,,,
159,2018,Kota Palembang,,4.14,3,Walikota,H. M. Akbar Alfaro,,18584,4.14,,FALSE,1,,,,
159,2018,Kota Palembang,,12.54,4,Walikota,H. Mularis Djahri,,56309,12.54,Menang,FALSE,1,Menang,Menang,,
160,2018,Kota Prabumulih,Menang,79.27,1,Walikota,"Ir. H. Ridho Yahya, M.M.",Menang,7443,79.27,Menang,FALSE,0,Menang,Menang,,
161,2018,Kabupaten Lahat,,21.51,1,Bupati,"H. Nopran Marjani, S. Pd",,45205,21.51,,FALSE,0,Menang,Menang,,
161,2018,Kabupaten Lahat,,4.94,2,Bupati,"Ir. H. Hapit Padli, Mm",,10372,4.94,,FALSE,1,,,,
161,2018,Kabupaten Lahat,Menang,43.32,3,Bupati,"Cik Ujang, Sh",Menang,91033,43.32,Menang,FALSE,1,Menang,Menang,,
161,2018,Kabupaten Lahat,,23.63,4,Bupati,"H. Bursah Zarnubi, Se",,49666,23.63,,FALSE,1,,,,
161,2018,Kabupaten Lahat,,6.6,5,Bupati,"Drs. H. Purnawarman Kias, Sh",,13877,6.6,,FALSE,1,,,,
162,2018,Kabupaten Muara Enim,,19.85,1,Bupati,"Dr. Ir. H. Syamsul Bahri, Mm",,33113,19.85,,FALSE,0,,,,
162,2018,Kabupaten Muara Enim,,24.09,2,Bupati,H. Nurul Aman,,40192,24.09,,FALSE,1,Menang,Menang,,
162,2018,Kabupaten Muara Enim,,20.98,3,Bupati,"Dr. Hj. Shinta Paramita Sari, Sh, M.Hum",,35005,20.98,,FALSE,1,,,,
162,2018,Kabupaten Muara Enim,Menang,35.07,4,Bupati,"Ir. H. Ahmad Yani.,Mm",Menang,58504,35.07,Menang,FALSE,1,Menang,Menang,,
163,2018,Kabupaten Ogan Komering Ilir,Menang,46.91,1,Bupati,"H. Iskandar, Se",Menang,169027,46.91,Menang,FALSE,0,Menang,Menang,,
163,2018,Kabupaten Ogan Komering Ilir,,32.87,2,Bupati,"Abdiyanto, Sh., Mh",,118438,32.87,,FALSE,1,,,,
163,2018,Kabupaten Ogan Komering Ilir,,20.23,3,Bupati,H. Azhari,,72893,20.23,,FALSE,1,,,,
164,2018,Kabupaten Batu Bara,,17.79,1,Bupati,"H. Rm. Harry Nugroho, Se",,31147,17.79,,FALSE,0,,,,
164,2018,Kabupaten Batu Bara,,35.1,2,Bupati,"Drs. H. Darwis, M.Si",,61457,35.1,,FALSE,1,Menang,Menang,,
164,2018,Kabupaten Batu Bara,Menang,41.84,3,Bupati,"Ir. H. Zahir, M.Ap",Menang,73251,41.84,Menang,FALSE,1,Menang,Menang,,
164,2018,Kabupaten Batu Bara,,5.26,4,Bupati,"Khairil Anwar, Sh",,9213,5.26,,FALSE,1,,,,
165,2018,Kabupaten Dairi,,40.22,1,Bupati,"Depriwanto Sitohang, St, Mm",,59086,40.22,,FALSE,0,,,,
165,2018,Kabupaten Dairi,Menang,58.82,2,Bupati,Dr. Eddy Keleng Ate Berutu,Menang,86403,58.82,Menang,FALSE,1,Menang,Menang,,
165,2018,Kabupaten Dairi,,0.96,3,Bupati,"St. Rimso Maruli Sinaga, Sh, Mh",,1408,0.96,,FALSE,1,,,,
166,2018,Kabupaten Deli Serdang,Menang,82.22,1,Bupati,H. Ashari Tambunan,Menang,449908,82.22,Menang,FALSE,0,Menang,Menang,,
167,2018,Kota Padang Sidimpuan,,25.43,1,Walikota,"H. Muhammad Isnandar Nasution, S.Sos",,25104,25.43,,FALSE,0,,,,
167,2018,Kota Padang Sidimpuan,,30.37,2,Walikota,"H. Rusydi Nasution, S.T.P., M.M",,29973,30.37,,FALSE,1,Menang,Menang,,
167,2018,Kota Padang Sidimpuan,Menang,44.2,3,Walikota,"Irsan Efendi Nasution, Sh",Menang,43628,44.2,Menang,FALSE,1,Menang,Menang,,
168,2018,Kabupaten Langkat,Menang,51.68,1,Bupati,Terbit Rencana Perangin Angin,Menang,248078,51.68,Menang,FALSE,0,Menang,Menang,,
168,2018,Kabupaten Langkat,,36.38,2,Bupati,"H. Rudi Hartono Bangun Se, Map",,17465,36.38,,FALSE,1,,,,
168,2018,Kabupaten Langkat,,11.94,3,Bupati,"Drs. H. Sulistianto, M.Si",,57336,11.94,,FALSE,1,,,,
169,2018,Kabupaten Padang Lawas,,27.5,1,Bupati,H. Tondi Roni Tua,,32178,27.5,,FALSE,0,,,,
169,2018,Kabupaten Padang Lawas,Menang,56.73,2,Bupati,Ali Sutan Harahap,Menang,66365,56.73,Menang,FALSE,1,Menang,Menang,,
169,2018,Kabupaten Padang Lawas,,15.77,3,Bupati,Drs. H. Rahmad Pardamean Hasibuan,,18448,15.77,,FALSE,1,,,,
170,2018,Kabupaten Padang Lawas Utara,Menang,80.23,1,Bupati,"Andar Amin Harahap, S.Stp, M.Si",Menang,86976,80.23,Menang,FALSE,0,Menang,Menang,,
171,2018,Kabupaten Tapanuli Utara,Menang,46.19,1,Bupati,"Drs. NIKSON NABABAN, M.Si",Menang,69443,46.19,Menang,FALSE,0,Menang,Menang,,
171,2018,Kabupaten Tapanuli Utara,,40.57,2,Bupati,"Dr. JONIUS TP. HUTABARAT, S.Si, M.Si",,61002,40.57,,FALSE,1,,,,
171,2018,Kabupaten Tapanuli Utara,,13.24,3,Bupati,"CHRISTMANTO LUMBANTOBING, S.Sos",,19901,13.24,,FALSE,1,,,,
